timestamp,temperature_2m,relativehumidity_2m,precipitation,pressure_msl,windspeed_10m,winddirection_10m,boundary_layer_height,shortwave_radiation_sum,hour_of_day,day_of_week,month_of_year,is_weekend,co,no,no2,nox,o3,pm25,so2,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h
2025-10-05 00:00:00+00:00,13.3,88,0.0,1015.9,0.8,243,80.0,14.91,6,6,10,True,0.6,0.0,0.018,0.018,0.049,24.0,0.001,26.0,19.0,26.0,12.0
